,headline,Date Published,keywords,Covid 1st keyword,Contains covid keyword
129,How Do You Make a Less Toxic Blue Dye? Start With Red Beets,2020-04-03T23:14:59+0000,"Dyes and Dyestuffs;Color;Beets;Science Advances (Journal);Chemistry;Bastos, Erick Leite;Textiles;Research;your-feed-science",True,True
130,Taking Baths May Be Good for Your Heart,2020-04-01T16:34:18+0000,Bathing and Showering;Heart;Blood Pressure,True,True
131,"‘I Do Fear for My Staff,’ a Doctor Said. He Lost His Job.",2020-04-01T23:18:29+0000,"Coronavirus (2019-nCoV);Protective Clothing and Gear;Hospitals;Masks;Nursing and Nurses;Workplace Hazards and Violations;Shortages;Doctors;Centers for Disease Control and Prevention;Northwestern Memorial Hospital (Chicago, Ill);New York-Presbyterian Hospital;Bellingham (Wash);PeaceHealth St Joseph Medical Center (Bellingham, Wash)",True,True
132,How a Pharmacist on the Front Lines Spends Her Sundays,2020-04-03T09:00:14+0000,Coronavirus (2019-nCoV);Drugstores;Walgreen Co.;Queens (NYC),True,True
133,What’s Going On in This Graph? | Bus Ridership in Metropolitan Areas,2020-04-02T17:04:55+0000,,True,True
134,Trump Confronts a New Reality Before an Expected Wave of Disease and Death,2020-04-01T09:00:25+0000,"Trump, Donald J;Coronavirus (2019-nCoV);National Institute of Allergy and Infectious Diseases;Presidents and Presidency (US);United States Politics and Government;Epidemics;Presidential Election of 2020;Fauci, Anthony S",True,True
135,Dancing With Myself: How Artists Stay in Shape Without a Stage,2020-04-02T14:00:08+0000,"Dancing;Theater;Music;Stamatiou, Constance (1984- );Patten, Lauren;AILEY, ALVIN, AMERICAN DANCE THEATER;New York Philharmonic;Blue, Angel;LeClair, Judith",True,True
136,"Review: In ‘World on Fire,’ War Is the Virus",2020-04-03T18:07:50+0000,"Television;British Broadcasting Corp;Public Broadcasting Service;Bowker, Peter (1958- );Masterpiece (TV Program);World on Fire (TV Program)",True,True
137,A Stay-at-Home Whiskey Project: The Infinity Bottle,2020-04-02T17:34:11+0000,Whiskey;Scotch (Whiskey);Bars and Nightclubs;Liquor;Quarantines,True,True
138,"Coronavirus Spreads Amid Supply Shortages, Stay-at-Home Orders and Sobering Economics",2020-04-01T04:04:49+0000,"Coronavirus (2019-nCoV);Trump, Donald J;Birx, Deborah L;Epidemics;Deaths (Fatalities)",True,True
139,Wall St. Caps a Turbulent Week With a Decline,2020-04-03T04:42:41+0000,Coronavirus (2019-nCoV);Stocks and Bonds;Economic Conditions and Trends;International Trade and World Market;Standard & Poor's 500-Stock Index,True,True
140,‘We Can’t Spend What We Don’t Have’: Virus Strikes N.Y. Budget,2020-04-03T00:37:47+0000,"Budgets and Budgeting;Coronavirus (2019-nCoV);Politics and Government;State Legislatures;Bail;Surrogate Motherhood;Medicaid;Cuomo, Andrew M;New York State",True,True
141,What to Cook This Weekend,2020-04-03T14:30:00+0000,Cooking and Cookbooks,True,True
142,We’re Not Wired to Be This Alone,2020-04-01T16:16:04+0000,Social Media;Computers and the Internet;Coronavirus (2019-nCoV);Quarantines,True,True
143,Are You Unemployed Because of the Coronavirus Outbreak?,2020-04-01T15:45:53+0000,Unemployment;Coronavirus (2019-nCoV);Layoffs and Job Reductions,True,True
144,"‘Clover’ Review: A Crime Goes Wrong, and You Can Guess the Rest",2020-04-02T11:00:03+0000,"Movies;Clover (Movie);Abrahams, Jon (1977- )",True,True
145,‘The Other Lamb’ Review: Flock Therapy,2020-04-02T11:00:03+0000,"Movies;Cassidy, Raffey (2002- );The Other Lamb (Movie);Szumowska, Malgorzata",True,True
146,Dozens Missing After Ferry in Solomon Islands Defies Cyclone Warning,2020-04-03T07:28:20+0000,Ferries;Maritime Accidents and Safety;Solomon Islands;Australia,True,True
147,No Live Sports on TV? Consumers Want a Refund,2020-04-02T17:55:30+0000,"Cable Television;Athletics and Sports;Prices (Fares, Fees and Rates);Comcast Corporation;DAZN Group Ltd;Dish Network;ESPN;Fox Sports;Verizon Communications Inc;Coronavirus (2019-nCoV)",True,True
148,Pakistan Rearrests 4 Men in Daniel Pearl Case,2020-04-03T17:36:26+0000,"Pakistan;Pearl, Daniel;Sheikh, Ahmed Omar;Terrorism;Murders, Attempted Murders and Homicides;Kidnapping and Hostages;Politics and Government",True,True
149,Anything for Dinner Is OK,2020-04-03T16:30:01+0000,Cooking and Cookbooks,True,True
150,Now’s a Good Time to Teach Your Kids to Play on Their Own,2020-04-03T17:53:34+0000,Children and Childhood;Parenting;Computers and the Internet;Books and Literature;Puzzles;Toys;Coronavirus (2019-nCoV),True,True
151,"Arianne Caoili, Chess Master, Is Dead at 33",2020-04-02T21:08:18+0000,"Caoili, Arianne (1986-2020);Deaths (Obituaries);Chess;ARMENIA;Philippines",True,True
152,Two More Big Sales at 220 Central Park South,2020-04-03T13:30:09+0000,"Real Estate and Housing (Residential);Condominiums;Luxury Goods and Services;Jacobs, Marc;Manhattan (NYC)",True,True
153,"Bucky Pizzarelli, Master of the Jazz Guitar, Is Dead at 94",2020-04-02T14:00:24+0000,"Pizzarelli, Bucky;Deaths (Obituaries);Jazz;Pizzarelli, John;Coronavirus (2019-nCoV)",True,True
154,"Dr. John Murray, Pioneering Lung Expert, Dies at 92",2020-04-02T16:56:00+0000,"Murray, John Frederic (1927-2020);Deaths (Obituaries);Respiratory Distress Syndrome;University of California, San Francisco;Coronavirus (2019-nCoV)",True,True
155,"Hilda Churchill, 108, Dies; Survived Wars and the 1918 Pandemic",2020-04-01T18:32:34+0000,"Churchill, Hilda (1911-2020);Deaths (Obituaries);Coronavirus (2019-nCoV)",True,True
156,"Lorena Borjas, Transgender Immigrant Activist, Dies at 59",2020-04-01T21:33:51+0000,"Borjas, Lorena (1960-2020);Deaths (Obituaries);Transgender and Transsexuals;Immigration and Emigration;Illegal Immigration;Human Trafficking;Coronavirus (2019-nCoV)",False,False
157,Scientists Find 2 Mating Flies Trapped in Prehistoric Amber,2020-04-02T16:32:30+0000,"AMBER;Fossils;Australia;Scientific Reports (Journal);Insects;Paleontology;Spiders;Reproduction (Biological);New Zealand;Pangaea;ANTARCTIC REGIONS;Stilwell, Jeffrey D;your-feed-science",True,True
158,Coronavirus in Massachusetts: Map and Case Count,2020-04-01T15:46:02+0000,Coronavirus (2019-nCoV);Massachusetts,False,False
159,Coronavirus in Kentucky: Map and Case Count,2020-04-01T15:28:18+0000,Coronavirus (2019-nCoV);Kentucky,False,True
160,Coronavirus in New Jersey: Map and Case Count,2020-04-01T15:46:36+0000,Coronavirus (2019-nCoV);New Jersey,False,True
161,Coronavirus in Texas: Map and Case Count,2020-04-01T15:47:31+0000,Coronavirus (2019-nCoV);Texas,False,True
162,Coronavirus in Utah: Map and Case Count,2020-04-01T15:47:35+0000,Coronavirus (2019-nCoV);Utah,False,True
163,Coronavirus in North Carolina: Map and Case Count,2020-04-01T15:46:49+0000,Coronavirus (2019-nCoV);North Carolina,True,True
164,Coronavirus in Mississippi: Map and Case Count,2020-04-01T15:46:15+0000,Coronavirus (2019-nCoV);Mississippi,True,True
165,Coronavirus in Indiana: Map and Case Count,2020-04-01T15:28:05+0000,Coronavirus (2019-nCoV);Indiana,False,True
166,Coronavirus in Rhode Island: Map and Case Count,2020-04-01T15:47:12+0000,Coronavirus (2019-nCoV);Rhode Island,False,False
167,"Covid-19 Changed How the World Does Science, Together",2020-04-01T09:00:28+0000,Coronavirus (2019-nCoV);Research;Clinical Trials;Laboratories and Scientific Equipment;Vaccination and Immunization;Drugs (Pharmaceuticals);Science and Technology;Academic and Scientific Journals;Epidemics;Politics and Government,False,False
168,Detroit Is Mourning,2020-04-02T19:06:49+0000,Coronavirus (2019-nCoV);Detroit (Mich);Deaths (Fatalities);Quarantines;Epidemics,False,False
169,How ‘Never Bernie’ Voters Threw In With Biden and Changed the Primary,2020-04-01T09:00:27+0000,"Biden, Joseph R Jr;Sanders, Bernard;Democratic Party;Presidential Election of 2020;Primaries and Caucuses;Voting and Voters;Polls and Public Opinion;Buttigieg, Pete (1982- );Warren, Elizabeth;United States Politics and Government",True,True
170,Coronavirus in Florida: Map and Case Count,2020-04-01T15:27:44+0000,Coronavirus (2019-nCoV);Florida,True,True
171,Coronavirus in North Carolina: Map and Case Count,2020-04-01T15:46:49+0000,Coronavirus (2019-nCoV);North Carolina,False,False
172,Coronavirus in Illinois: Map and Case Count,2020-04-01T15:28:00+0000,Coronavirus (2019-nCoV);Illinois,False,False
173,Coronavirus in Mississippi: Map and Case Count,2020-04-01T15:46:15+0000,Coronavirus (2019-nCoV);Mississippi,False,True
174,Coronavirus in Indiana: Map and Case Count,2020-04-01T15:28:05+0000,Coronavirus (2019-nCoV);Indiana,True,True
175,Human Rights Group Says Two U.S. Strikes Killed Somali Civilians,2020-04-01T00:00:07+0000,"Civilian Casualties;Terrorism;United States Defense and Military Forces;AMNESTY INTERNATIONAL;United States Africa Command;Trump, Donald J;Somalia;Shabab",True,True
176,What Role Should Celebrities Have During the Coronavirus Crisis?,2020-04-01T09:00:03+0000,,False,False
177,"Touting Virus Cure, ‘Simple Country Doctor’ Becomes a Right-Wing Star",2020-04-02T16:26:42+0000,"Coronavirus (2019-nCoV);Zelenko, Vladimir;Hydroxychloroquine (Drug);AZITHROMYCIN (DRUG);CHLOROQUINE (DRUG);Shortages;Social Media;Drugs (Pharmaceuticals);Trump, Donald J;United States Politics and Government;Jews and Judaism;Fringe Groups and Movements;Facebook Inc;YouTube.com;Fox News Channel;Kiryas Joel (NY);Stockpiling;Clinical Trials",False,False
178,"Amazon Pushes Into Making Video Games, Not Just Streaming Their Play",2020-04-02T13:00:10+0000,Computer and Video Games;AMAZON.COM INC;Crucible (Video Game);Twitch Interactive Inc;Coronavirus (2019-nCoV),False,False
179,My City Friends Want to Wait Out the Virus in My Suburban Home,2020-04-02T13:00:04+0000,"Customs, Etiquette and Manners;Coronavirus (2019-nCoV);Travel and Vacations",False,False
180,What Role Should Celebrities Have During the Coronavirus Crisis?,2020-04-01T09:00:03+0000,,False,False
181,"Coronavirus, New York, Food Banks: Your Wednesday Briefing",2020-04-01T09:22:39+0000,,False,False
182,On Politics: The Country Keeps Reeling,2020-04-01T10:59:02+0000,"Coronavirus (2019-nCoV);Trump, Donald J;Birx, Deborah L;Fauci, Anthony S;Coronavirus Aid, Relief, and Economic Security Act (2020);New York State;Cuomo, Andrew M",False,True
183,Historic Town in Veszprém County,2020-04-01T02:00:03+0000,Crossword Puzzles,False,True
184,Coronavirus Misbehavior: When Was Licking a Toilet Ever a Good Idea?,2020-04-01T09:00:27+0000,Coronavirus (2019-nCoV);Hoaxes and Pranks;Terrorism,False,False
185,Word + Quiz: limn,2020-04-01T06:00:01+0000,,True,True
186,"Malaria Drug Helps Virus Patients Improve, in Small Study",2020-04-01T14:35:57+0000,"Coronavirus (2019-nCoV);Hydroxychloroquine (Drug);Drugs (Pharmaceuticals);Quarantines;Shortages;Autoimmune Diseases;Pneumonia;Immune System;Malaria;Schaffner, William;your-feed-healthcare",True,True
187,Trump’s ‘Lack of Leadership’ During the Coronavirus Crisis,2020-04-01T20:14:43+0000,"Coronavirus (2019-nCoV);Trump, Donald J;United States Politics and Government",False,True
188,Man Wanted in Triple Killing Is Arrested After Armed Standoff on Florida Highway,2020-04-01T21:16:08+0000,"Murders, Attempted Murders and Homicides;Fugitives;Macon (Ga);Tampa (Fla);Crockett, Caesar Zamien Lamar Jr;Crockett, King;French, Jamila Augustine;Samuel, Janet (d 2020);Samuel, James (d 2020);Childs, Lechasta (d 2020)",True,True
189,F.D.A. Relaxes Blood Donation Guidelines for Gay Men and Others,2020-04-02T17:32:45+0000,Food and Drug Administration;Blood Donation;Homosexuality and Bisexuality;Coronavirus (2019-nCoV);Men and Boys,True,True
190,You Shouldn’t Have to Risk Your Life to Vote,2020-04-03T23:01:41+0000,"Coronavirus (2019-nCoV);Wisconsin;Primaries and Caucuses;ABSENTEE VOTING;Presidential Election of 2020;United States Politics and Government;Coronavirus Aid, Relief, and Economic Security Act (2020);Republican Party;Democratic Party;Evers, Tony (1951- )",True,True
191,This Togetherness Is Temporary,2020-04-03T09:00:10+0000,Children and Childhood;Families and Family Life;Parenting;Coronavirus (2019-nCoV);Quarantines,False,True
192,What’s on TV Wednesday: ‘Baghdad Central’ and a Sketch Comedy Show,2020-04-01T05:00:06+0000,Television;Movies,False,False
193,"$500,000 Homes in Mississippi, Missouri and New York",2020-04-01T13:00:28+0000,Real Estate and Housing (Residential);Kansas City (Mo);Jackson (Miss);Pawling (NY),False,False
194,"How Coronavirus Is Affecting Surrogacy, Foster Care and Adoption",2020-04-01T16:08:12+0000,Coronavirus (2019-nCoV);Surrogate Motherhood;ADOPTIONS;Parenting,False,False
195,"As Stages Go Dark, Companies Stumble",2020-04-02T08:57:45+0000,"Theater;Coronavirus (2019-nCoV);Podcasts;Comedie Francaise;Theatre de la Colline (Paris, France);Mouawad, Wajdi;France;Comedie de Valence;Theatre Vidy-Lausanne",False,True
196,"Amazon Pushes Into Making Video Games, Not Just Streaming Their Play",2020-04-02T13:00:10+0000,Computer and Video Games;AMAZON.COM INC;Crucible (Video Game);Twitch Interactive Inc;Coronavirus (2019-nCoV),False,False
197,Trump Administration Officials Weigh How Far to Go on Recommending Masks,2020-04-02T22:39:58+0000,"Coronavirus (2019-nCoV);Masks;Protective Clothing and Gear;Centers for Disease Control and Prevention;United States;Trump, Donald J;United States Politics and Government;your-feed-healthcare",False,False
198,My City Friends Want to Wait Out the Virus in My Suburban Home,2020-04-02T13:00:04+0000,"Customs, Etiquette and Manners;Coronavirus (2019-nCoV);Travel and Vacations",True,True
199,The Fed Got a Big Pile of Cash to Help the Economy. Who Will Benefit?,2020-04-03T18:49:48+0000,"United States Economy;Coronavirus (2019-nCoV);Credit and Debt;Federal Reserve System;Banking and Financial Institutions;Small Business;Unemployment;Small Business Administration;Treasury Department;Mnuchin, Steven T;Powell, Jerome H;United States",True,True
200,"As Stages Go Dark, Companies Stumble",2020-04-02T08:57:45+0000,"Theater;Coronavirus (2019-nCoV);Podcasts;Comedie Francaise;Theatre de la Colline (Paris, France);Mouawad, Wajdi;France;Comedie de Valence;Theatre Vidy-Lausanne",True,True
201,"Late-Night TV Is Back: No Studios, No Audiences, No Problems (Mostly)",2020-04-01T16:12:51+0000,"Coronavirus (2019-nCoV);Television;Meyers, Seth;Comedy and Humor;Conan (TV Program);Desus & Mero (TV Program);Full Frontal With Samantha Bee (TV Program);Jimmy Kimmel Live (TV Program);Late Night with Seth Meyers (TV Program);Late Show with Stephen Colbert (TV Program);The Daily Show with Trevor Noah (TV Program);The Tonight Show (TV Program)",True,True
202,"German Accent, Italian Flair: How Audi Taught Lamborghini Quality",2020-04-02T10:00:08+0000,Automobiles;Automobili Lamborghini SpA;Audi Division of Volkswagen AG;Volkswagen AG;Ferrari SpA,True,True
203,What Would It Take to Eradicate Coronavirus in California?,2020-04-03T13:11:04+0000,California;Coronavirus (2019-nCoV),False,False
204,44 Texas Students Have Coronavirus After Spring Break Trip,2020-04-01T16:40:45+0000,Coronavirus (2019-nCoV);Colleges and Universities;Travel and Vacations;University of Texas at Austin;Austin (Tex);Cabo San Lucas (Mexico);Spring (Season);JusTours Inc (JusCollege);Quarantines;Epidemics,False,True
205,"At Margaret Atwood’s Prompting, Canada Launches Virtual Book Tours",2020-04-03T17:18:37+0000,"Books and Literature;Writing and Writers;Computers and the Internet;Atwood, Margaret;Canada;Ottawa (Ontario)",True,True
206,What Unites the Right and Left? Coronavirus Anxiety,2020-04-03T11:01:40+0000,Polls and Public Opinion;Coronavirus (2019-nCoV);Voting and Voters;Presidential Election of 2020;Unemployment,False,False
207,W.N.B.A. Postpones Start of Season,2020-04-03T16:41:56+0000,"Coronavirus (2019-nCoV);Basketball;Women's National Basketball Assn;Engelbert, Catherine",True,True
208,Myanmar Journalists Who Quoted Rebel Spokesman Face Arrest,2020-04-03T10:54:56+0000,Myanmar;Nay Myo Lin;Voice of Myanmar;Freedom of the Press;News and News Media;Politics and Government;Tatmadaw (Myanmar);Arakan Army (Myanmar),True,True
209,My Grandmother Knew a Secret: Survival Can Be Stored in a Jar,2020-04-02T09:00:10+0000,Coronavirus (2019-nCoV);Food;Canning and Preserving,False,False
210,U.K. Backs Off Medical Rationing Plan as Coronavirus Rages,2020-04-03T15:35:36+0000,"Coronavirus (2019-nCoV);Great Britain;Hospitals;Doctors;Rationing and Allocation of Resources;National Health Service;British Medical Assn;Ventilators (Medical);Ethics and Official Misconduct;Elderly;Johnson, Boris;Politics and Government",False,False
211,"As Demand Surges, Supplying and Shipping Take on New Importance",2020-04-01T09:00:24+0000,Freight (Cargo);Trucks and Trucking;Small Business;Coronavirus (2019-nCoV);E-Commerce;Entrepreneurship,False,False
212,"‘The Uprising,’ a Masterpiece of iPhone Cinema",2020-04-01T14:00:07+0000,"Movies;Middle East and North Africa Unrest (2010- );The Uprising (Movie);Snowdon, Peter (Filmmaker)",False,True
213,How Far Should Police Go in Enforcing Coronavirus Lockdowns?,2020-04-02T15:34:31+0000,"Police Brutality, Misconduct and Shootings;Politics and Government;Coronavirus (2019-nCoV);Police;Epidemics;Australia;California;Canada;Great Britain;Kenya;United States;Duterte, Rodrigo;Police Executive Research Forum",True,True
